阳光葡提公馆 ,2室1厅,62.17平米,暂无数据,简装,高楼层(共25层),嘉定,120,"19,302元/平"
世盟壹天地 ,1室1厅,36平米,南,其他,中楼层(共16层),嘉定,105,"29,167元/平"
万立城(商业类) ,2室2厅,54平米,南,其他,高楼层(共18层),嘉定,135,"25,000元/平"
尚都国际酒店公寓 ,2室1厅,51.18平米,南,其他,低楼层(共15层),嘉定,120,"23,447元/平"
合景峰汇(嘉定) ,2室2厅,51.22平米,南,其他,20层,嘉定,118,"23,038元/平"
骏丰玲珑坊 ,1室1厅,32.12平米,南,其他,4层,嘉定,98,"30,511元/平"
嘉隆国际广场 ,4室2厅,171.94平米,南,其他,1层,嘉定,559,"32,512元/平"
新城金郡（商住） ,2室1厅,64.3平米,南,其他,低楼层(共17层),嘉定,133,"20,685元/平"
上海电子商城 ,1室0厅,9.82平米,南,简装,中楼层(共50层),嘉定,36,"36,660元/平"
嘉隆国际广场 ,2室1厅,50.91平米,南,精装,中楼层(共18层),嘉定,85,"16,697元/平"
嘉隆国际广场 ,3室1厅,68.88平米,东北,精装,高楼层(共18层),嘉定,149,"21,632元/平"
嘉隆国际广场 ,2室2厅,54.95平米,东 西,精装,中楼层(共17层),嘉定,90,"16,379元/平"
底特律财富天地 ,2室1厅,72.91平米,南,精装,低楼层(共24层),嘉定,105,"14,402元/平"
尚都国际酒店公寓 ,1室1厅,52.24平米,北,简装,中楼层(共23层),嘉定,75,"14,357元/平"
底特律财富天地 ,2室1厅,60.38平米,北 东北,精装,低楼层(共24层),嘉定,95,"15,734元/平"
底特律财富天地 ,2室1厅,72.89平米,北,简装,低楼层(共24层),嘉定,108,"14,817元/平"
底特律财富天地 ,1室1厅,48.49平米,东,精装,中楼层(共24层),嘉定,113,"23,304元/平"
崇文路1851弄 ,2室2厅,54.8平米,北,精装,中楼层(共22层),嘉定,110,"20,073元/平"
世昶生活广场 ,2室2厅,79.57平米,南,简装,低楼层(共15层),嘉定,168,"21,114元/平"
保利五月花 ,2室1厅,60.88平米,东南,精装,高楼层(共6层),嘉定,110,"18,069元/平"
万城银座 ,4室1厅,97.59平米,南,精装,中楼层(共12层),嘉定,295,"30,229元/平"
柳梁路55弄 ,1室0厅,53.26平米,南,精装,高楼层(共18层),嘉定,85,"15,960元/平"
新城尚上城（商住） ,1室1厅,54平米,南,精装,高楼层(共13层),嘉定,125,"23,149元/平"
新城尚上城（商住） ,2室1厅,55.8平米,南,精装,高楼层(共13层),嘉定,112,"20,072元/平"
嘉莲华商住酒店式公寓(商业类) ,2室1厅,77.07平米,南,简装,低楼层(共6层),嘉定,146,"18,944元/平"
海伦堡爱ME城市 ,1室1厅,70.66平米,南,精装,高楼层(共31层),嘉定,130,"18,398元/平"
合景峰汇(嘉定) ,2室1厅,55.57平米,南,简装,20层,嘉定,136,"24,474元/平"
新城金郡（商住） ,3室2厅,62.71平米,南,精装,低楼层(共18层),嘉定,150,"23,920元/平"
博威禧福汇 ,1室1厅,56.18平米,西南,简装,中楼层(共5层),嘉定,140,"24,920元/平"
新城金郡（商住） ,2室2厅,56平米,南,简装,中楼层(共22层),嘉定,125,"22,322元/平"
底特律财富天地 ,2室1厅,50.93平米,东,简装,高楼层(共24层),嘉定,88,"17,279元/平"
福瑞大厦 ,1室1厅,42.64平米,北,简装,高楼层(共11层),嘉定,168,"39,400元/平"
新城金郡（商住） ,2室2厅,56.07平米,南,精装,中楼层(共22层),嘉定,145,"25,861元/平"
福瑞大厦 ,1室1厅,54.33平米,北,简装,中楼层(共11层),嘉定,158,"29,082元/平"
福瑞大厦 ,1室1厅,39.89平米,西,简装,高楼层(共11层),嘉定,158,"39,609元/平"
福瑞大厦 ,1室1厅,38.02平米,北,简装,高楼层(共11层),嘉定,125,"32,878元/平"
江桥万达广场(嘉定) ,1室0厅,92.57平米,南,精装,低楼层(共12层),嘉定,185,"19,985元/平"
合景峰汇(嘉定) ,2室2厅,55.5平米,南,精装,20层,嘉定,135,"24,325元/平"
尚都国际酒店公寓 ,1室1厅,56.11平米,西北,简装,中楼层(共15层),嘉定,67,"11,941元/平"
红土天阶 ,2室1厅,42.74平米,北 西北,精装,低楼层(共17层),嘉定,100,"23,398元/平"
铂悦818 ,2室1厅,55.02平米,南,精装,高楼层(共13层),嘉定,105,"19,084元/平"
红土天阶 ,2室2厅,44.29平米,西,精装,中楼层(共19层),嘉定,110,"24,837元/平"
红土天阶 ,2室1厅,39.09平米,北,精装,中楼层(共19层),嘉定,93,"23,792元/平"
红土天阶 ,2室1厅,41.18平米,南,精装,高楼层(共17层),嘉定,118,"28,655元/平"
红土天阶 ,2室1厅,40.26平米,西 北,精装,高楼层(共17层),嘉定,105,"26,081元/平"
红土天阶 ,2室1厅,39.09平米,北,简装,中楼层(共19层),嘉定,95,"24,303元/平"
嘉福汇 ,2室1厅,50.81平米,南,精装,高楼层(共13层),嘉定,93,"18,304元/平"
嘉印象 ,2室1厅,94.43平米,南,精装,低楼层(共15层),嘉定,340,"36,006元/平"
合景理想家 ,2室1厅,83.63平米,南,精装,低楼层(共9层),嘉定,162,"19,372元/平"
新城香溢澜庭 ,1室1厅,39.57平米,北,精装,高楼层(共12层),嘉定,98,"24,767元/平"
光明D9空间 ,3室1厅,60.62平米,南 东,精装,中楼层(共13层),嘉定,185,"30,518元/平"
创融嘉天地(公寓) ,2室1厅,35.24平米,北,精装,20层,嘉定,90,"25,540元/平"
旭辉华庭 ,1室0厅,39平米,南,精装,中楼层(共10层),嘉定,95,"24,359元/平"
骏丰玲珑坊 ,2室2厅,58.98平米,南,精装,4层,嘉定,149,"25,263元/平"
嘉隆国际广场 ,2室1厅,50.85平米,南,精装,高楼层(共18层),嘉定,85,"16,716元/平"
合景峰汇(嘉定) ,3室2厅,118.78平米,南,精装,20层,嘉定,220,"18,522元/平"
晶鼎大厦 ,2室1厅,51.91平米,西,精装,中楼层(共17层),嘉定,150,"28,897元/平"
上影广场 ,3室2厅,70.4平米,北,精装,中楼层(共13层),嘉定,180,"25,569元/平"
新城香溢澜庭 ,1室1厅,39.57平米,北,精装,高楼层(共12层),嘉定,98,"24,767元/平"
光明D9空间 ,3室1厅,60.62平米,南 东,精装,中楼层(共13层),嘉定,185,"30,518元/平"
创融嘉天地(公寓) ,2室1厅,35.24平米,北,精装,20层,嘉定,90,"25,540元/平"
左岸香堤(商业类) ,2室1厅,46平米,南 北,精装,低楼层(共12层),嘉定,95,"20,653元/平"
光明D9空间 ,2室1厅,67.36平米,南,精装,低楼层(共18层),嘉定,166,"24,644元/平"
合景峰汇(嘉定) ,3室2厅,118.78平米,南,精装,20层,嘉定,220,"18,522元/平"
晶鼎大厦 ,2室1厅,51.91平米,西,精装,中楼层(共17层),嘉定,150,"28,897元/平"
骏丰玲珑坊 ,2室2厅,58.98平米,南,精装,4层,嘉定,149,"25,263元/平"
嘉隆国际广场 ,2室1厅,50.85平米,南,精装,高楼层(共18层),嘉定,85,"16,716元/平"
光明D9空间 ,1室1厅,55.59平米,南,简装,低楼层(共3层),嘉定,100,"17,989元/平"
旭辉华庭 ,1室0厅,39平米,南,精装,中楼层(共10层),嘉定,95,"24,359元/平"
绿地卡米公社 ,1室0厅,53.25平米,南,毛坯,高楼层(共16层),嘉定,150,"28,170元/平"
合景理想家 ,2室1厅,83.63平米,南,精装,低楼层(共9层),嘉定,162,"19,372元/平"
光明D9空间 ,2室1厅,47.96平米,南,精装,中楼层(共13层),嘉定,130,"27,106元/平"
东方豪园 ,1室2厅,47.64平米,南,精装,中楼层(共8层),嘉定,140,"29,388元/平"
东方豪园 ,1室1厅,39平米,北,精装,中楼层(共8层),嘉定,99,"25,385元/平"
合景理想家 ,1室1厅,50.81平米,北,精装,高楼层(共9层),嘉定,95,"18,698元/平"
底特律财富天地 ,2室1厅,63.53平米,北,精装,低楼层(共24层),嘉定,115,"18,102元/平"
嘉隆国际广场 ,2室1厅,49.19平米,南,精装,中楼层(共18层),嘉定,76,"15,451元/平"
铂悦818 ,2室1厅,59.07平米,南,其他,中楼层(共13层),嘉定,120,"20,315元/平"
红土天阶 ,2室2厅,48.85平米,南,精装,中楼层(共17层),嘉定,108,"22,109元/平"
保利五月花 ,2室1厅,57.62平米,南,毛坯,中楼层(共6层),嘉定,99,"17,182元/平"
保利五月花 ,2室2厅,61.16平米,南,精装,中楼层(共6层),嘉定,108,"17,659元/平"
崇文路1851弄 ,2室2厅,60.45平米,南,精装,中楼层(共22层),嘉定,125,"20,679元/平"
中茂世纪财富广场 ,2室2厅,47.02平米,东,精装,中楼层(共17层),嘉定,78,"16,589元/平"
阳光葡提公馆 ,2室2厅,62.12平米,南,精装,中楼层(共25层),嘉定,125,"20,123元/平"
新城金郡（商住） ,2室2厅,57.64平米,南,精装,高楼层(共17层),嘉定,130,"22,554元/平"
日月光伯爵公馆 ,1室1厅,41.54平米,南,简装,高楼层(共27层),嘉定,90,"21,666元/平"
嘉福汇 ,2室2厅,43.6平米,西 北,精装,中楼层(共13层),嘉定,85,"19,496元/平"
阳光葡提公馆 ,2室2厅,62.12平米,南,精装,中楼层(共25层),嘉定,125,"20,123元/平"
崇文路1851弄 ,2室2厅,60.45平米,南,精装,中楼层(共22层),嘉定,125,"20,679元/平"
新城金郡（商住） ,2室2厅,57.64平米,南,精装,高楼层(共17层),嘉定,130,"22,554元/平"
红土天阶 ,2室2厅,48.85平米,南,精装,中楼层(共17层),嘉定,108,"22,109元/平"
铂悦818 ,2室1厅,59.07平米,南,其他,中楼层(共13层),嘉定,120,"20,315元/平"
左岸香堤(商业类) ,1室1厅,49.14平米,南,精装,低楼层(共12层),嘉定,105,"21,368元/平"
好世商业广场 ,2室2厅,53.68平米,东,精装,18层,嘉定,150,"27,944元/平"
好世商业广场 ,2室1厅,53.68平米,东,精装,18层,嘉定,155,"28,875元/平"
骏丰玲珑坊 ,2室1厅,36.92平米,南,精装,5层,嘉定,140,"37,920元/平"
好世商业广场 ,1室1厅,53平米,南 东,其他,18层,嘉定,145,"27,359元/平"
好世商业广场 ,1室1厅,60.79平米,东,精装,18层,嘉定,142,"23,360元/平"
崇文路1851弄 ,2室1厅,40.54平米,东,精装,中楼层(共22层),嘉定,90,"22,201元/平"
合景理想家 ,1室1厅,42.93平米,北,精装,中楼层(共9层),嘉定,76,"17,704元/平"
中茂世纪财富广场 ,2室1厅,53.17平米,南,精装,中楼层(共17层),嘉定,80,"15,047元/平"
中茂世纪财富广场 ,2室1厅,44.34平米,东,精装,中楼层(共17层),嘉定,69,"15,562元/平"
上影广场 ,2室1厅,54.27平米,北,精装,中楼层(共13层),嘉定,104,"19,164元/平"
合景理想家 ,1室1厅,43.94平米,北,精装,高楼层(共9层),嘉定,85,"19,345元/平"
中冶祥腾城市广场 ,3室2厅,109.45平米,南,精装,中楼层(共17层),嘉定,325,"29,694元/平"
骏丰嘉峰汇 ,2室2厅,75.49平米,南,精装,低楼层(共17层),嘉定,185,"24,507元/平"
骏丰玲珑坊 ,1室1厅,28.59平米,北,精装,5层,嘉定,97,"33,928元/平"
通用国际 ,1室1厅,51.35平米,东,精装,中楼层(共6层),嘉定,120,"23,370元/平"
合景理想家 ,2室2厅,71.4平米,北 西北,精装,高楼层(共9层),嘉定,150,"21,009元/平"
旭辉华庭 ,1室1厅,31.31平米,北,简装,中楼层(共10层),嘉定,75,"23,955元/平"
新城公馆 ,1室2厅,44.67平米,东,精装,高楼层(共13层),嘉定,145,"32,461元/平"
保利梧桐语(商业类) ,1室1厅,105.46平米,暂无数据,其他,低楼层(共13层),嘉定,220,"20,861元/平"
永和生活广场 ,2室2厅,89.88平米,南,其他,中楼层(共11层),嘉定,220,"24,478元/平"
尚都国际酒店公寓 ,1室1厅,62.43平米,南,精装,高楼层(共23层),嘉定,120,"19,222元/平"
尚都国际酒店公寓 ,1室1厅,53.95平米,南,简装,中楼层(共23层),嘉定,86,"15,941元/平"
底特律财富天地 ,3室2厅,60.38平米,南,简装,低楼层(共24层),嘉定,105,"17,390元/平"
尚都国际酒店公寓 ,2室1厅,64.83平米,南,其他,高楼层(共15层),嘉定,140,"21,595元/平"
尚都国际酒店公寓 ,1室1厅,62.43平米,南,精装,高楼层(共23层),嘉定,120,"19,222元/平"
尚都国际酒店公寓 ,2室1厅,51.06平米,南,其他,低楼层(共15层),嘉定,108,"21,152元/平"
世昶生活广场 ,1室1厅,55.39平米,南,简装,中楼层(共15层),嘉定,90,"16,249元/平"
尚都国际酒店公寓 ,1室1厅,52.24平米,北,简装,高楼层(共23层),嘉定,77,"14,740元/平"
世昶生活广场 ,2室2厅,217.85平米,南 西南,其他,中楼层(共22层),嘉定,430,"19,739元/平"
尚都国际酒店公寓 ,2室1厅,64.83平米,南,其他,高楼层(共15层),嘉定,140,"21,595元/平"
尚都国际酒店公寓 ,1室1厅,54.6平米,南,其他,高楼层(共15层),嘉定,85,"15,568元/平"
新城尚上城（商住） ,2室1厅,53.19平米,西 北,精装,中楼层(共13层),嘉定,120,"22,561元/平"
连飞虹湖天地 ,3室2厅,101.24平米,南,其他,中楼层(共17层),嘉定,329,"32,498元/平"
菁英尚都 ,2室1厅,37.14平米,北,其他,中楼层(共19层),嘉定,135,"36,349元/平"
新华悦都 ,3室2厅,73平米,南,其他,低楼层(共13层),嘉定,210,"28,768元/平"
中冶祥腾城市广场 ,2室1厅,66.38平米,南,精装,中楼层(共19层),嘉定,215,"32,390元/平"
旭辉U天地(商业类) ,1室1厅,48.52平米,西,其他,低楼层(共12层),嘉定,135,"27,824元/平"
博威禧福汇 ,1室1厅,46.67平米,西,其他,中楼层(共4层),嘉定,79,"16,928元/平"
江桥万达广场(嘉定) ,2室2厅,94.71平米,北,简装,中楼层(共12层),嘉定,188,"19,851元/平"
安居时代广场 ,1室2厅,43平米,西,其他,低楼层(共18层),嘉定,141,"32,791元/平"
博威禧福汇 ,1室1厅,56.18平米,南,其他,高楼层(共5层),嘉定,110,"19,580元/平"
万城银座 ,2室1厅,77.97平米,西,其他,中楼层(共12层),嘉定,250,"32,064元/平"
通用国际 ,1室2厅,48平米,东,其他,中楼层(共7层),嘉定,130,"27,084元/平"
中童巴比尼 ,1室1厅,74.07平米,南,其他,中楼层(共21层),嘉定,252,"34,022元/平"
通用国际 ,1室1厅,45.82平米,南 北,精装,中楼层(共6层),嘉定,118,"25,753元/平"
安居时代广场 ,2室1厅,48.71平米,南,精装,中楼层(共18层),嘉定,160,"32,848元/平"
连飞虹湖天地 ,3室2厅,101.24平米,南,其他,中楼层(共17层),嘉定,330,"32,596元/平"
连飞虹湖天地 ,1室2厅,74.76平米,西,精装,中楼层(共17层),嘉定,258,"34,511元/平"
连飞虹湖天地 ,4室2厅,162.01平米,南,其他,中楼层(共17层),嘉定,480,"29,628元/平"
连飞虹湖天地 ,2室2厅,101.24平米,南,精装,中楼层(共17层),嘉定,350,"34,572元/平"
通用国际 ,1室0厅,44.37平米,北,简装,高楼层(共7层),嘉定,85,"19,158元/平"
MAX未来 ,2室2厅,55.9平米,东,其他,中楼层(共8层),嘉定,168,"30,054元/平"
MAX未来 ,2室1厅,43.56平米,北,其他,高楼层(共9层),嘉定,140,"32,140元/平"
香馥湾酒店式公寓 ,1室1厅,62.08平米,南,其他,低楼层(共11层),嘉定,205,"33,022元/平"
MAX未来 ,2室2厅,55.9平米,东,其他,中楼层(共8层),嘉定,168,"30,054元/平"
海伦堡爱ME城市 ,1室1厅,70.58平米,南,简装,低楼层(共31层),嘉定,105,"14,877元/平"
世盟壹天地 ,2室1厅,72.49平米,北 南,精装,高楼层(共16层),嘉定,225,"31,039元/平"
江桥万达广场(嘉定) ,1室1厅,117.28平米,南,其他,中楼层(共12层),嘉定,260,"22,170元/平"
嘉莲华商住酒店式公寓(商业类) ,1室1厅,51.22平米,西,其他,低楼层(共6层),嘉定,105,"20,500元/平"
合景峰汇(嘉定) ,2室1厅,47.81平米,南,精装,20层,嘉定,120,"25,100元/平"
通用国际 ,1室1厅,47.68平米,南,其他,高楼层(共7层),嘉定,120,"25,168元/平"
MAX未来 ,2室1厅,54平米,东,简装,中楼层(共9层),嘉定,160,"29,630元/平"
嘉莲华商住酒店式公寓(商业类) ,1室1厅,51.22平米,西南,简装,高楼层(共6层),嘉定,108,"21,086元/平"
菁英尚都 ,2室2厅,45.43平米,西南,其他,高楼层(共19层),嘉定,158,"34,779元/平"
崇文路1851弄 ,2室1厅,54.27平米,南,精装,高楼层(共22层),嘉定,110,"20,270元/平"
世盟壹天地 ,1室2厅,58平米,东北,其他,高楼层(共16层),嘉定,195,"33,621元/平"
尚都国际酒店公寓 ,2室3厅,53平米,南,其他,低楼层(共23层),嘉定,75,"14,151元/平"
底特律财富天地 ,3室1厅,116.98平米,东南,精装,高楼层(共24层),嘉定,297,"25,389元/平"
YOHO街区 ,2室1厅,52.52平米,南,其他,低楼层(共6层),嘉定,125,"23,801元/平"
尚都国际酒店公寓 ,1室1厅,57.26平米,南,其他,中楼层(共15层),嘉定,80,"13,972元/平"
新城尚上城（商住） ,2室1厅,45平米,北,简装,中楼层(共13层),嘉定,85,"18,889元/平"
新华悦都 ,2室1厅,70.14平米,南,其他,低楼层(共13层),嘉定,190,"27,089元/平"
江桥万达广场(嘉定) ,1室1厅,44.2平米,北,精装,中楼层(共12层),嘉定,112,"25,340元/平"
铂悦818 ,2室1厅,55.02平米,北,其他,中楼层(共13层),嘉定,95,"17,267元/平"
红土天阶 ,2室1厅,49平米,南,精装,中楼层(共17层),嘉定,113,"23,062元/平"
红土天阶 ,2室1厅,48.56平米,南,精装,低楼层(共17层),嘉定,135,"27,801元/平"
万立城(商业类) ,2室1厅,49.27平米,南 西北,其他,高楼层(共18层),嘉定,124,"25,168元/平"
合景峰汇(嘉定) ,1室2厅,42.72平米,东,精装,16层,嘉定,110,"25,750元/平"
晶鼎大厦 ,2室1厅,50.55平米,南,精装,低楼层(共17层),嘉定,160,"31,652元/平"
左岸香堤(商业类) ,2室1厅,51.5平米,南 北,其他,低楼层(共12层),嘉定,105,"20,389元/平"
深城投十一街区 ,4室2厅,104.54平米,西北,其他,高楼层(共7层),嘉定,325,"31,089元/平"
上影广场二期(商业类) ,2室1厅,58平米,南,精装,中楼层(共13层),嘉定,125,"21,552元/平"
晶鼎大厦 ,2室1厅,50.55平米,北,其他,中楼层(共17层),嘉定,150,"29,674元/平"
崇文路1855号 ,2室1厅,61.2平米,南,精装,11层,嘉定,110,"17,974元/平"
东方豪园 ,2室1厅,43平米,南,精装,中楼层(共8层),嘉定,120,"27,907元/平"
崇文路1855号 ,2室1厅,61.2平米,南,精装,11层,嘉定,110,"17,974元/平"
晶鼎大厦 ,2室1厅,50.55平米,北,其他,中楼层(共17层),嘉定,150,"29,674元/平"
合景峰汇(嘉定) ,2室1厅,43平米,南,简装,19层,嘉定,100,"23,256元/平"
上影广场二期(商业类) ,2室1厅,54.27平米,北,简装,高楼层(共13层),嘉定,105,"19,348元/平"
晶鼎大厦 ,1室1厅,50.55平米,北,其他,高楼层(共17层),嘉定,160,"31,652元/平"
上影广场二期(商业类) ,2室1厅,58平米,南,精装,中楼层(共13层),嘉定,125,"21,552元/平"
龙湖蔚澜香醍 ,2室1厅,85.91平米,西北,简装,31层,嘉定,190,"22,117元/平"
新城尚上城（商住） ,2室1厅,45.07平米,北,简装,中楼层(共13层),嘉定,83,"18,416元/平"
左岸香堤(商业类) ,2室2厅,47.3平米,西,精装,低楼层(共12层),嘉定,110,"23,256元/平"
深城投十一街区 ,4室2厅,104.54平米,西北,其他,高楼层(共7层),嘉定,325,"31,089元/平"
左岸香堤(商业类) ,2室1厅,51.5平米,南 北,其他,低楼层(共12层),嘉定,105,"20,389元/平"
博源商务楼 ,2室1厅,56.83平米,东,其他,中楼层(共4层),嘉定,125,"21,996元/平"
合景理想家 ,1室1厅,44.64平米,南,其他,高楼层(共9层),嘉定,125,"28,002元/平"
连飞虹湖天地 ,4室2厅,162平米,南 北,其他,高楼层(共17层),嘉定,450,"27,778元/平"
菁英尚都 ,2室1厅,36.98平米,东 北,其他,高楼层(共19层),嘉定,116,"31,369元/平"
新城金郡（商住） ,2室2厅,49.19平米,南,精装,低楼层(共17层),嘉定,103,"20,940元/平"
尚都国际酒店公寓 ,2室1厅,51.18平米,西南,简装,低楼层(共23层),嘉定,95,"18,562元/平"
万城银座 ,3室2厅,98平米,南 北,其他,高楼层(共12层),嘉定,310,"31,633元/平"
